count|raw_tweet|processed_tweet
234|CHEAPEST Generic #Duloxetine WITHOUT INSURANCE ONLY $0.43  A PILL#Duzela is used for the symptomatic relief of #majordepressivedisorder &amp; #generalizedanxietydisorder.  Also used to treat #neuropathicpain  https://t.co/2lYwdKZUxO https://t.co/kloIUMEtGr|cheapest generic duloxetine  insurance     pillduzela     symptomatic relief  majordepressivedisorder amp generalizedanxietydisorder     treat neuropathicpain  httpscolywdkzuxo httpscokloiumetgr
235|I STILL have to work on finding a psychiatrist who can help me manage my meds as I taper off of Cymbalta. But not today. Today has been a little rough/emotional so far. A feeling THAT is gonna get worse before it gets better?|      finding  psychiatrist   help  manage  meds   taper   cymbalta        little roughemotional    feeling   gonna  worse    
236|i’m never taking cymbalta again|  taking cymbalta 
237|RT @DervishWaking: @KimberleyRonca1 @514hooligan @elonmusk @pmarca Cymbalta is an SNRI, and isn't the same class of med as Wellbutrin or Pr…|rt dervishwaking kimberleyronca hooligan elonmusk pmarca cymbalta   snri     class  med  wellbutrin  pr…
238|@KimberleyRonca1 @514hooligan @elonmusk @pmarca Cymbalta is an SNRI, and isn't the same class of med as Wellbutrin or Prozac (SSRI).Adderall is a stimulant that binds to dopamine and norepinepherine receptors. Totally different mechanisms for different conditions.|kimberleyronca hooligan elonmusk pmarca cymbalta   snri     class  med  wellbutrin  prozac ssriadderall   stimulant  binds  dopamine  norepinepherine receptors totally  mechanisms   conditions
239|@artisteboy @AynRandPaulRyan @elonmusk @pmarca Not that it's any of your business, but I've taken cymbalta, bupropion and a number of other meds like them.|artisteboy aynrandpaulryan elonmusk pmarca       business    cymbalta bupropion      meds  
240|@AileenLovelace @AynRandPaulRyan @elonmusk @pmarca You didn't actually look it up, did you? I also took classes at university (college here). I also read extensively on SSRI, SNRI, and tricyclic AD meds. I watch neurobiology lectures while I exercise. Why? Cymbalta has nearly destroyed me, and I want to know why.|aileenlovelace aynrandpaulryan elonmusk pmarca   actually look        classes  university college    read extensively  ssri snri  tricyclic ad meds  watch neurobiology lectures   exercise  cymbalta  nearly destroyed       
241|@jennasaysquoi Or an overpass? Might land on a Tesla. Reminds me, I forgot to DM dr Elon before I took my cymbalta 🤷🏻‍♂️|jennasaysquoi   overpass  land   tesla reminds   forgot  dm dr elon     cymbalta 🤷🏻‍♂️
242|@BusinessInsider As much as I'm not a fan of his, he's not wrong. It made me want to jump off a bridge. Wellbutrin and Cymbalta caused some of the worst days of my life. Unmedicated and depressed days were far less miserable than medicated.|businessinsider       fan     wrong      jump   bridge wellbutrin  cymbalta caused    worst days   life unmedicated  depressed days    miserable  medicated
243|@AshleyGWinter It works. Have been on it 3 years now. Still have the brain zaps from coming off Cymbalta. I temper it with Trazadone at night.|ashleygwinter             brain zaps  coming  cymbalta  temper   trazadone  night
244|No one:Anyone taking cymbalta: THEYRE CALLED BRAIN ZAPS AND THEYRE REAL LOOK THEM UP|  taking cymbalta theyre called brain zaps  theyre real look  
245|dreams on cymbalta https://t.co/gEOzdmuMCl|dreams  cymbalta httpscogeozdmumcl
246|It took me a long a long time to get over less than 1 week of Cymbalta. It felt like my brain had been scrambled with a hot screwdriver that doesn’t mean that it isn’t extremely helpful for some patients with fibromyalgia. I might have recovered faster with better support. https://t.co/mkOJkNmjox|       time       week  cymbalta     brain   scrambled   hot screwdriver  doesn mean   isn extremely helpful   patients  fibromyalgia    recovered faster   support httpscomkojknmjox
247|@AshleyGWinter I would say Cymbalta is worse. The withdrawal is terrible and I know a lot who have experienced it. Have you? Just asking since you are an MD.|ashleygwinter    cymbalta  worse  withdrawal  terrible     lot   experienced          md
248|@bullet_farmer Don’t take them at all https://t.co/cLtG3KB2dm|bulletfarmer don     httpscocltgkbdm
249|Antidepressants, antipsychotics, or any other medications altering the brains chemical balance. Wellbutrin is an amazing medication and has helped many through the hardest parts of their lives. Same with Paxil (my antidepressant,) Cymbalta, Lexapro, and other antidepressants.|antidepressants antipsychotics    medications altering  brains chemical balance wellbutrin   amazing medication   helped    hardest    lives   paxil  antidepressant cymbalta lexapro   antidepressants
250|@AshleyGWinter Agree!  I'm back on Wellbutrin after trying Cymbalta for many years!In addition to it being a anxiety/depression med it also helped me quit smoking!🤞🏽|ashleygwinter agree     wellbutrin  trying cymbalta    addition     anxietydepression med   helped  quit smoking🤞🏽
251|@elonmusk @pmarca Ugggh - Cymbalta, too. It’s an awful drug. Only go on Cymbalta as a last resort. And hope/pray it works so you don’t have to go through the withdrawals.|elonmusk pmarca ugggh  cymbalta    awful drug    cymbalta    resort  hopepray     don      withdrawals
252|@silyrabbit99 @nathaliejacoby1 I had similar side effects. I ended up with Cymbalta which changed my life. Im so glad there are different drugs that work for different people. The stigma of taking anti depressants needs to end. They absolutely save lives.|silyrabbit nathaliejacoby   similar  effects     cymbalta  changed  life im  glad    drugs     people  stigma  taking anti depressants     absolutely save lives
253|Hi since we're sharing stories, the only reason I'm no longer taking Wellbutrin(+Lexapro) is because my doc and I decided switching me to Cymbalta for my pain was the best course of action FOR ME. The literal only reason I'm alive today is because I took Wellbutrin for 7 yrs.|hi   sharing stories   reason    taking wellbutrinlexapro    doc   decided switching   cymbalta   pain    course  action    literal  reason  alive      wellbutrin   yrs
254|@elonmusk @pmarca If I was able to try something like what your talking about, it would have to be better than Cymbalta which has more side effects, and doesn't help depression at all. If you, Elon can help with facts for something that would help for pain. 24/7 pain. 😔 I would be much obliged.|elonmusk pmarca    able  try     talking         cymbalta     effects   help depression     elon  help       help  pain  pain 😔     obliged
255|@NikkiClark86 My daughter &amp; I both like Cymbalta. I do the lowest dose (20mg)--for me, it's about OCD, not clinical depression (*actual* OCD, not in the way people use it when they mean they're "picky" about something 🤦🏻‍♀️). My daughter was on 60mg, but when she stopped, she had no problems! 👍🏻|nikkiclark  daughter amp    cymbalta    lowest dose mg    ocd  clinical depression actual ocd     people     mean  picky   🤦🏻‍♀️  daughter   mg    stopped     👍🏻
256|@elonmusk @pmarca Add Cymbalta to the list.  Doctor put me on it for neuropathy and it really messed with my head more than it helped my pain.  I wasn't even depressed.|elonmusk pmarca add cymbalta   list  doctor      neuropathy    messed   head    helped  pain     depressed
257|@elonmusk @pmarca I was placed on #Wellbutrin in '96. Took myself off after 4 months, it's poison.  Worse was #cymbalta  I was on that about 10years ago for 6 weeks, still have lasting physical effects.  Pharma drugs=no good for me|elonmusk pmarca   placed  wellbutrin        months  poison  worse  cymbalta       years ago   weeks   lasting physical effects  pharma drugs=   
258|@TrekkieRN_NP @orangewaldo @CatDocMD I was taking Cymbalta for pain, and on Vyvanse for my adhd.|trekkiernnp orangewaldo catdocmd   taking cymbalta  pain   vyvanse   adhd
259|@Jayme_HopeBU @HotRodArchie @taylorsabol19 Well yes but Cymbalta is a SNRI and we are talking about SSRIs....|jaymehopebu hotrodarchie taylorsabol    cymbalta   snri    talking  ssris
260|@orangewaldo @tatgrl29 @CatDocMD Adderall, Cymbalta, &amp; Wellbutrin here (among other meds for various things)|orangewaldo tatgrl catdocmd adderall cymbalta amp wellbutrin    meds  various 
261|@quaainter1ude @loonacalz no it was cymbalta dont worry 😭|quaainterude loonacalz    cymbalta dont worry 😭
262|RT @RealKaristina: @scretladyspider I started taking Wellbutrin in addition to my SNRI (first Effexor, then switched to Cymbalta) because I…|rt realkaristina scretladyspider  started taking wellbutrin  addition   snri  effexor  switched  cymbalta  …
263|@elonmusk @pmarca Cymbalta is another one.  Horrible shit|elonmusk pmarca cymbalta     horrible shit
264|@scretladyspider I started taking Wellbutrin in addition to my SNRI (first Effexor, then switched to Cymbalta) because I was at the highest SNRI dosage my psychiatrist was comfortable with. He told me that we still don't really know WHY Wellbutrin works; it just does.|scretladyspider  started taking wellbutrin  addition   snri  effexor  switched  cymbalta       snri dosage  psychiatrist  comfortable   told         wellbutrin    
265|@MechelleW12 @RuthlessLogic @AshleyGWinter The withdrawing from Cymbalta was worse than the side effects from Cymbalta, which is why I stopped taking it. I had vertigo and brain zaps, which I thankfully knew about in advance. Zaps are so disconcerting.|mechellew ruthlesslogic ashleygwinter  withdrawing  cymbalta  worse    effects  cymbalta     stopped taking    vertigo  brain zaps   thankfully    advance zaps   disconcerting
266|@couchcarr0t He would, but you're right. I have been on Cymbalta for nearly 5 years, they saved my life.|couchcarrt    re      cymbalta  nearly    saved  life
267|@BB_Snapped I would rather stay on thr Wellbutrin and Cymbalta I take daily than deal with the depression it treats. Truly.|bbsnapped    stay  thr wellbutrin  cymbalta   daily  deal   depression  treats truly
268|@skitdonaldtrump You gotta stop freebasing Cymbalta you know you can just take it with a glass of water, eh? 😂|skitdonaldtrump  gotta stop freebasing cymbalta          glass  water eh 😂
269|@MikePerryavatar Cymbalta. 👍|mikeperryavatar cymbalta 👍
270|@wendy_burgerr *takes a lighter to cymbalta in a spoon*|wendyburgerr takes  lighter  cymbalta   spoon
271|@android_stern @MikhailaAleksis I'm not sure enough I remember to tell you. I don't take any psych meds anymore but at the time the quacks were trying a lot of things. That one and Cymbalta were both violently bad for me.|androidstern mikhailaaleksis      remember  tell      psych meds anymore    time  quacks  trying  lot      cymbalta   violently bad  
272|@ChrisMartell8 @AssusReamus I challenge the medical chemical engineering complex every single day. I also take anxiety medication (Cymbalta) for my fibromyalgia which probably helps. I use all available tools at my disposal. In combination I found gold. There is no single solution. Keep searching.❤|chrismartell assusreamus  challenge  medical chemical engineering complex  single day    anxiety medication cymbalta   fibromyalgia  probably helps    available tools   disposal  combination  found gold    single solution  searching❤
273|@MechelleW12 @RuthlessLogic @AshleyGWinter Cymbalta was absolutely awful, I had horrible side effects and getting off was the worst. I’m now on Wellbutrin and doing really well on it. Different medications work for different people.|mechellew ruthlesslogic ashleygwinter cymbalta  absolutely awful   horrible  effects  getting    worst    wellbutrin        medications    people
274|@BarghestBlack Cymbalta worked well for me also, it is a non-narcotic pain medication . It helped with my depression and my chronic, consistent, every fucking day Pain of having rheumatoid arthritis. Blessings. Always, LuAnn|barghestblack cymbalta         narcotic pain medication   helped   depression   chronic consistent  fucking day pain   rheumatoid arthritis blessings  luann
275|@megansaysmeow I mean, Wellbutrin made me (and many others) royally fucked up, but there are also lots of people who’ve done well on it (like with most meds). I take Cymbalta and do fine, but I know a lot of people can’t take it. Anyone who actually takes him seriously should fuck off 😒|megansaysmeow  mean wellbutrin      royally fucked      lots  people ve        meds   cymbalta   fine     lot  people      actually takes  seriously  fuck  😒
276|@bnweaver81 @DrDooleyMD I’m not saying don’t take it, but maybe tlk to your dr about how they taper or switch 2 other antidepressants. Cymbalta caused me an abnormal heart rhythm, but it took 5 yrs to get from 120mg to 30mg &amp; I can’t go lower w/o wanting to off myself. I wish I’d just stayed on Prozac|bnweaver drdooleymd   saying don    maybe tlk   dr    taper  switch   antidepressants cymbalta caused   abnormal heart rhythm     yrs    mg  mg amp    lower       wish   stayed  prozac
277|@irishrygirl @elonmusk @pmarca Cymbalta, Wellbutrin and other drugs in a matter of a week messed me up more than 5 years straight of Oxycodone &amp; Valium to manage severe pain and spasms from a brittle bone disorder&amp;brainstem compression.|irishrygirl elonmusk pmarca cymbalta wellbutrin   drugs   matter   week messed       straight  oxycodone amp valium  manage severe pain  spasms   brittle bone disorderampbrainstem compression
278|@cmpriest Ironically, I've seen benefits to procrastinating specifically w/ respect TO Rx's: 1.  After not refilling my Cymbalta Rx for 3 wks, I discovered it was the cause of 9 months of excruciating abdominal cramping.2.  Similarly, last wk I think I linked cankles to my thyroid Rx.|cmpriest ironically  seen benefits  procrastinating specifically  respect  rx     refilling  cymbalta rx   wks  discovered    cause   months  excruciating abdominal cramping  similarly  wk    linked cankles   thyroid rx
279|@MikePerryavatar Another family member was on Wellbutrin and it just stopped working. Was switched to a different medication than had immediate bad effect. Then Prozac which didn't help. Now on Cymbalta.|mikeperryavatar  family    wellbutrin    stopped   switched    medication   immediate bad effect  prozac   help   cymbalta
280|@queeritude @jade_bald Like cymbalta?|queeritude jadebald  cymbalta
281|Speaking of the “man flu”, bit of a missed opp for a NyQuil-Cymbalta collab.|speaking    flu bit   missed opp   nyquilcymbalta collab
282|@visarts @Fablewolf91 it was great for me but it made my heart race out of control. my resting heart rate on that was 120 bpm, i was still upset to be taken off it cause it did help and it curbed my BED. i take cymbalta now and thats pretty good too i guess|visarts fablewolf          heart race   control  resting heart rate     bpm    upset      cause   help   curbed  bed   cymbalta   thats pretty    guess
283|i took cymbalta after waking up instead of before bed for the first time and now i understand why i’ve had insomnia for a few weeks|  cymbalta  waking  instead   bed    time    understand  ve  insomnia    weeks
284|@Kateserrano2014 @AshleyGWinter every single med on the market has side effects. prozac made me suicidal. cymbalta made me dizzy and sick. abilify made me puke. adderall made me feel like i was on fucking crack or something and i totally freaked. lithium at higher levels was horrible but at 300mg is 👌|kateserrano ashleygwinter  single med   market   effects prozac   suicidal cymbalta   dizzy  sick abilify   puke adderall   feel     fucking crack     totally freaked lithium   levels  horrible   mg  👌
285|Cymbalta didn’t work for me but I’m not a multibillionaire with an fucking unfortunate amount of power and influence. https://t.co/pnNQbPUt3m|cymbalta didn        multibillionaire   fucking unfortunate amount  power  influence httpscopnnqbputm
286|@ellle_em Fuckin same. I struggled initially with side effects, but I'm just really sensitive to medications. Now that it's a regular part of my life (and has been for about 4 years now) I don't know what I'd do without it. Even my Cymbalta on it's own can't do what Wellbutrin does.|ellleem fuckin   struggled initially   effects     sensitive  medications     regular    life                   cymbalta       wellbutrin 
287|@unstable_hippy @HotRodArchie @taylorsabol19 You can depending on the medication and it's half life. When I was on Cymbalta if I missed my morning pill I would have withdrawals by mid afternoon, with Zoloft if I miss a pill I won't get withdrawal symptoms at all in the 24 hours till my next dose|unstablehippy hotrodarchie taylorsabol   depending   medication   half life     cymbalta   missed  morning pill    withdrawals  mid afternoon  zoloft   miss  pill    withdrawal symptoms      hours till   dose
288|@elonmusk @pmarca Cymbalta works quite well. Kills my RA pain and keeps me feeling alive|elonmusk pmarca cymbalta    kills  ra pain    feeling alive
289|@514hooligan @DervishWaking @elonmusk @pmarca They are both psych meds. And imo, adderall doesn’t cause a person to question whether they want to be alive like meds like cymbalta, Wellbutrin, or Prozac.|hooligan dervishwaking elonmusk pmarca    psych meds  imo adderall doesn cause  person  question      alive  meds  cymbalta wellbutrin  prozac
290|RT @Jugbo: @saylahachey Wellbutrin, Cymbalta, hot coffee, dog snuggles, fresh air, mindfulness.|rt jugbo saylahachey wellbutrin cymbalta hot coffee dog snuggles fresh air mindfulness
291|@saylahachey Wellbutrin, Cymbalta, hot coffee, dog snuggles, fresh air, mindfulness.|saylahachey wellbutrin cymbalta hot coffee dog snuggles fresh air mindfulness
292|RT @roguerobinson: @MechelleW12 @RuthlessLogic @AshleyGWinter I was looking for these comments. This is good to know. Coming off Cymbalta w…|rt roguerobinson mechellew ruthlesslogic ashleygwinter   looking   comments      coming  cymbalta …
293|@MechelleW12 @RuthlessLogic @AshleyGWinter I was looking for these comments. This is good to know. Coming off Cymbalta was one of THEE worst things EVER! Tried a new pill (twintrillex) but gained weight, doc is reluctant to try wellbutrin &amp; wants me to try Cymbalta again. But those brain zaps 😫|mechellew ruthlesslogic ashleygwinter   looking   comments      coming  cymbalta    thee worst   tried   pill twintrillex  gained weight doc  reluctant  try wellbutrin amp    try cymbalta    brain zaps 😫
294|@KariJHat @itsmegandamnit @BoulwareMoore @MysterySolvent Ditto. Wellbutrin does not bother me at all except to make me sleepy, so I just take it at night. But Cymbalta messed with me horribly. Everyone reacts differently to different medications, so it's good to have choices. :)|karijhat itsmegandamnit boulwaremoore mysterysolvent ditto wellbutrin   bother    except    sleepy       night  cymbalta messed   horribly  reacts    medications      choices 
295|@elonmusk @pmarca I had a bad reaction to Wellbutrin, was then put on Cymbalta, and lost my freaking mind. I will never take another antidepressant as long as I live.  But then I have friends who say it saved them. 🤷🏼‍♀️ https://t.co/q5Oey77pWr|elonmusk pmarca    bad reaction  wellbutrin     cymbalta  lost  freaking mind      antidepressant     live      friends    saved  🤷🏼‍♀️ httpscoqoeypwr
296|@RuthlessLogic @AshleyGWinter I was on Cymbalta once and when I was trying to transition to something else, the zaps  were unbelievable.|ruthlesslogic ashleygwinter    cymbalta      trying  transition   else  zaps   unbelievable
297|@CoreyG9 @waning_poetic @ronluciuk @AshleyGWinter Depression, agitation and anxiety are a biochemical disease. I worked out religiously for 20 years and ended up with back issues, cancer and neuromuscular issues. I started Cymbalta 7 years ago and it saved my life. My experience is not necessarily applicable for everyone.|coreyg waningpoetic ronluciuk ashleygwinter depression agitation  anxiety   biochemical disease    religiously         issues cancer  neuromuscular issues  started cymbalta   ago   saved  life  experience   necessarily applicable  
298|@Elyssamai @elonmusk @pmarca They moved me to Cymbalta awhile back, no issues with it either.|elyssamai elonmusk pmarca  moved   cymbalta awhile   issues   
299|Ah it was Error Mursk. Figures.Bbs, take your medications and be aware of potential side effects and talk to your doc or pharmacist if things start going weird! She says, having adapted her entire life to Cymbalta night sweats because it's worth it otherwise.|ah   error mursk figuresbbs   medications   aware  potential  effects  talk   doc  pharmacist   start  weird    adapted  entire life  cymbalta night sweats   worth  otherwise
300|RT @ZeroWrites: @carissajune1 With a coupon, generic Adderall was like $30, so extremely affordable compared to Vyvanse. Generic Cymbalta i…|rt zerowrites carissajune   coupon generic adderall     extremely affordable compared  vyvanse generic cymbalta …
301|@LtlAbs @Fablewolf91 I’m usually a believer in this but I had to start making blanket statements when I got put on cymbalta 🥴 there’s a whole fucking LAWSUIT over how bad that drug is and docs still prescribe it|ltlabs fablewolf  usually  believer       start  blanket statements      cymbalta 🥴    fucking lawsuit   bad  drug   docs  prescribe 
302|@carissajune1 With a coupon, generic Adderall was like $30, so extremely affordable compared to Vyvanse. Generic Cymbalta is also "reasonable", at least relatively.|carissajune   coupon generic adderall     extremely affordable compared  vyvanse generic cymbalta   reasonable   relatively
303|@carissajune1 I also take duloxetine (cymbalta) for "anxiety" and depression and it increases dopamine like a stimulant and I find that to be the most effective anti-depressant I've ever taken. I always thought adderall was more like a cup of coffee than medicine—it helped, but...|carissajune    duloxetine cymbalta  anxiety  depression   increases dopamine   stimulant         effective antidepressant       adderall     cup  coffee  medicine helped 
304|RT @auntbec15: @BexLamPharmd @CindyFitch1 I love my Cymbalta! It’s why I’m still alive.|rt auntbec bexlampharmd cindyfitch  love  cymbalta     alive
305|@ellle_em Cymbalta Sun, Concerta Mood. Tizanidine Rising.|ellleem cymbalta sun concerta mood tizanidine rising
306|@rising_cyber @JAEbberts I discontinued Cymbalta,  fish oil was a game changer|risingcyber jaebberts  discontinued cymbalta  fish oil   game changer
307|@oliviadaniel @elonmusk @itsALLrisky @pmarca I've done that for years now. I'm back on cymbalta right now. But I've only been back on 3 weeks. No pain difference but I'm not crying every 2 seconds.|oliviadaniel elonmusk itsallrisky pmarca          cymbalta          weeks  pain difference    crying   
308|@jeandwan @AshleyGWinter Try Cymbalta? Prozac made me numb but depressed as well, more dangerous feeling to myself.|jeandwan ashleygwinter try cymbalta prozac   numb  depressed    dangerous feeling  
309|@BexLamPharmd @CindyFitch1 I love my Cymbalta! It’s why I’m still alive.|bexlampharmd cindyfitch  love  cymbalta     alive
310|@itsmegandamnit @BoulwareMoore @MysterySolvent Works great for me. Now Cymbalta—that’s another story|itsmegandamnit boulwaremoore mysterysolvent      cymbalta  story
311|@windowseat The Cymbalta was prescribed by my pain doctors. They still have no excuse. Finally, there is a discontinuation warning on some of the drugs with the worst issues. I wound up in an online group that helped me. Some folks wound up having to count beads from capsules.|windowseat  cymbalta  prescribed   pain doctors     excuse finally    discontinuation warning     drugs   worst issues  wound    online   helped   folks wound    count beads  capsules
312|@oliviadaniel @elonmusk @itsALLrisky @pmarca It's not for Fibro at all. Cymbalta, Lyrica are specified. Doctors who throw anti depressants at Fibro patients should lose their license in my book.|oliviadaniel elonmusk itsallrisky pmarca    fibro   cymbalta lyrica  specified doctors  throw anti depressants  fibro patients  lose  license   book
313|I was just released after being committed under the baker act because my insurance company @AvMedHealth denied my Cymbalta (was on it for months) and put me back on Wellbutrin again.  Triggered a manic episode and i threatened self harm. Just got back on Cymbalta and am all good|   released   committed   baker act   insurance company avmedhealth denied  cymbalta     months      wellbutrin   triggered  manic episode   threatened self harm     cymbalta    
314|@windowseat Funny how even my doctors never warned me, nor did the prescription info, about discontinuation syndrome…then my insurance company suddenly stopped covering my Cymbalta.|windowseat funny    doctors  warned     prescription info  discontinuation syndrome…  insurance company suddenly stopped covering  cymbalta
315|RT @amybeth_gansel: @gwensnyderPHL I’ve been on Wellbutrin for approx 10 years. It changed my life, back when tapering off Paxil or cymbalt…|rt amybethgansel gwensnyderphl ve   wellbutrin  approx    changed  life   tapering  paxil  cymbalt…
316|@gwensnyderPHL I’ve been on Wellbutrin for approx 10 years. It changed my life, back when tapering off Paxil or cymbalta made me want to kms. Elon is an asshole.|gwensnyderphl ve   wellbutrin  approx    changed  life   tapering  paxil  cymbalta     kms elon   asshole
317|@AshleyGWinter @brob0444 Cymbalta is better, imo.|ashleygwinter brob cymbalta   imo
318|@IsJamesAlive They taste like a credit card declined; like a cross-threaded screw; like the 3am fan of a hotel bar fridge; like a crawling under your shirt collar; like being passed over for the boss’ son; like a mower blade hitting a rock; like a scratched cornea; like cymbalta withdrawals;…|isjamesalive  taste   credit card declined   crossthreaded screw   am fan   hotel bar fridge   crawling   shirt collar   passed    boss son   mower blade hitting  rock   scratched cornea  cymbalta withdrawals…
319|@kellyjmeyer Prozac did not work well me at all. I’ve heard great things but for some reason it just was not good for me. The cymbalta has been perfect for me for years 👍|kellyjmeyer prozac        ve heard      reason         cymbalta   perfect     👍
320|@kellyjmeyer I was on Wellbutrin for years. I got switched to cymbalta a while back but the Wellbutrin worked very well for me too.|kellyjmeyer    wellbutrin     switched  cymbalta      wellbutrin      
321|@sioux1122 @Tuscana107 @MysterySolvent Side effect is suicidal thoughts when you stop cold Turkey.. same with cymbalta|sioux tuscana mysterysolvent  effect  suicidal    stop cold turkey   cymbalta
322|@LaurenCalicchia Thank you for your reply.  I'm sorry you have had NDPH for 7 years.  The first time I had it it lasted for 5 years and 3 &amp; 1/2 months.  I finally got rid of it with Cymbalta (duloxetine).  I was h/a free for 6 years.  Now it's back.  Trying duloxetine again but so far no luck.|laurencalicchia thank    reply   sorry    ndph       time     lasted      amp  months   finally  rid    cymbalta duloxetine     free         trying duloxetine      luck
323|diría que muy localizada en un área del cerebro pero no sé nada de neurología algo estará removiéndose en la zona donde se inhibe la recaptacion de serotonina sin cymbalta es como cuando tiras del café de la nesspresso sin agua en el depósito|diría que muy localizada en un área del cerebro pero  sé nada de neurología algo estará removiéndose en la zona donde se inhibe la recaptacion de serotonina sin cymbalta es como cuando tiras del café de la nesspresso sin agua en el depósito
324|olvidar la dosis de antidepresivos es algo más concreto que una resaca de drogas la resaca es un malestar más general si olvidas tomar cymbalta es como un ciclo de descargas eléctricas en el cerebro una especie de migraña geométrica|olvidar la dosis de antidepresivos es algo más concreto que una resaca de drogas la resaca es un malestar más  si olvidas tomar cymbalta es como un ciclo de descargas eléctricas en el cerebro una especie de migraña geométrica
325|@NomeDaBarbarian Definitely helped me, I eventually switched to cymbalta but Elon we don’t care what you think. We care about and listen to our Doctors.|nomedabarbarian definitely helped   eventually switched  cymbalta  elon  don care     care   listen   doctors
326|@elonmusk @pmarca Lyrica, cymbalta and the like are are all horrible|elonmusk pmarca lyrica cymbalta       horrible
327|@elonmusk @pmarca Try cymbalta.. horrible drug and withdrawals are horrendous.|elonmusk pmarca try cymbalta horrible drug  withdrawals  horrendous
328|@elonmusk @pmarca I take cymbalta.  At my last visit my doctor asked if I ever felt suicidal.  My reply was no, I am far more likely to feel murderous so please do not take my hormone pills away.|elonmusk pmarca   cymbalta     visit  doctor      suicidal   reply         feel murderous  please     hormone pills 
329|If we allowed ourselves to think that way, then every drug should be taken off the market.I would be calling for Cymbalta's removal because of how my body reacted to it. But it helps so many people that my ONE bad experience shouldn't even come into question...|  allowed        drug      market   calling  cymbalta removal     body reacted     helps   people    bad experience     question
330|I love that this is being talked about. I still like adderall as a way to be more productive, but there is a enormous issue with over prescription in this country.I’ve been on Adderall, Vivance, Welbutrin, Cymbalta, and Prozac.I never got better until I stopped them. https://t.co/zbB021wREM| love     talked     adderall       productive     enormous issue   prescription   countryve   adderall vivance welbutrin cymbalta  prozac      stopped  httpscozbbwrem
331|@cuttleb0nes I’m also beyond sick of him &amp; his irrational opinions. I just got prescribed Wellbutrin on top of Cymbalta for severe depression. It was a hard &amp; needed conversation w/ my doctor, I hope it helps. I’m grateful that this was an option for me. He’s making ppl like me feel inferior.|cuttlebnes   beyond sick   amp  irrational opinions    prescribed wellbutrin  top  cymbalta  severe depression    hard amp  conversation   doctor  hope  helps  grateful     option     ppl   feel inferior
332|@EnlightenedAunt @FetsKatze @sioux1122 @Tuscana107 @MysterySolvent That sounds awful w/mail being so unpredictable. I’ve heard this same story before from people. They should let people refill early for those. It’s one of the top ones used too. Prozac and Zoloft are also up there. Prozac used for OCD as well as Cymbalta for that. Designer drugs.|enlightenedaunt fetskatze sioux tuscana mysterysolvent  sounds awful mail   unpredictable ve heard   story   people    people refill        top ones   prozac  zoloft     prozac   ocd    cymbalta   designer drugs
333|@cosmicandrogyny I don’t have that as a side effect but I also take cymbalta for nerve pain from my chronic illness 🤝|cosmicandrogyny  don      effect     cymbalta  nerve pain   chronic illness 🤝
334|@elonmusk @pmarca “Patients who try to stop taking the drugs often say they cannot. In a recent survey of 250 long-term users of psychiatric drugs — most commonly antidepressants — about half who wound down their prescriptions rated the withdrawal as severe.”#DoNoHarmhttps://t.co/UnpOdzmcjB|elonmusk pmarca patients  try  stop taking  drugs       recent survey   term users  psychiatric drugs   commonly antidepressants   half  wound   prescriptions rated  withdrawal  severedonoharmhttpscounpodzmcjb
335|not to mention nerve pain because of my chronic illness. which is why I'm prescribed cymbalta but it also causes SD. so I'm fucked|  mention nerve pain    chronic illness     prescribed cymbalta    causes sd   fucked
336|this is life on cymbalta https://t.co/WzxSqkMWFy|  life  cymbalta httpscowzxsqkmwfy
337|Your kids' bad choices are killing me, KarenAnyway, I'm going to combine this NSAID with Celebrex, knowing the risk of GI bleed (likely higher than average since I have GERD), perf, etc b/c I was offered Tylenol (placebo) and Cymbalta (even worse when I tried it).| kids bad choices  killing  karenanyway    combine  nsaid  celebrex knowing  risk  gi bleed    average    gerd perf etc    offered tylenol placebo  cymbalta  worse   tried 
338|@elonmusk @pmarca They steal the most important part of you!! YOUR SOUL!! Never take Cymbalta|elonmusk pmarca  steal        soul   cymbalta
339|@elonmusk @pmarca I beg of you to make it legal! Cymbalta fd up my brain so bad! I had the worst brain zaps ever. I know micro dosing would help me|elonmusk pmarca  beg      legal cymbalta fd   brain  bad    worst brain zaps    micro dosing  help 
340|@FetsKatze @RyanMarino Effexor and cymbalta even by anti depressants standards are pretty heavy on side effects and the withdrawals can be absolutely insane. But when they work they are incredible. Cymbalta is the first thing to improve my TRD after trying piles of medications.|fetskatze ryanmarino effexor  cymbalta   anti depressants standards  pretty heavy   effects   withdrawals   absolutely insane       incredible cymbalta      improve  trd  trying piles  medications
341|RT @NinjaMarion: @MaxPatrick1113 Seriously. I've been wallowing in despair pretty much my whole life before being put on Adderall &amp; Cymbalt…|rt ninjamarion maxpatrick seriously   wallowing  despair pretty    life     adderall amp cymbalt…
342|@MaxPatrick1113 Seriously. I've been wallowing in despair pretty much my whole life before being put on Adderall &amp; Cymbalta. Actually became functional &amp; able to be happy. Taken off Adderall about 8 months ago and was miserable &amp; dead inside until last week when I found a bottle I forgot about.|maxpatrick seriously   wallowing  despair pretty    life     adderall amp cymbalta actually  functional amp able   happy   adderall   months ago   miserable amp dead inside   week   found  bottle  forgot 
343|update: cymbalta didn’t kick in until last week but we are feeling more energetic!|update cymbalta didn kick    week    feeling  energetic
